"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"All Leads",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Reproducciones de vídeo",ThruPlays,"Coste por ThruPlay","ThruPlay / Video Plays Conversion Rate","Reproducciones de vídeo de 3 segundos","Coste por reproducción de video de 3 segundos","Reproducciones de vídeo hasta el 50 %","Visitas a la página de destino","Porcentaje de visitas a la página de destino por clics en el enlace","Coste por visita a la página de destino","Landing page views / Link clicks Conversion Rate","Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Retargeting_Visitors_30d_LastCall,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Retargeting_LLA_QApps_2,Video_AllPlacements_Static_Marie_2408,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA2_QApps_en,04_Image_EN,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,70,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Python,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Charlie_Short,"2025-01-01 - 2025-01-07",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_QApps_RicaSkript_4v2,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,108,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,Ad1,"New Sales Ad","2025-01-01 - 2025-01-07",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,01_Video_Ellen,"2025-01-01 - 2025-01-07",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,01_Prospecting_Interests_Dorian,01_Video_DEC_1_1,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,123,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Marie_2408,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application",WD_Generic,"2025-01-01 - 2025-01-07",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy 2","2025-01-01 - 2025-01-07",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2025-01-01 - 2025-01-07",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Lua_2410,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,152.04,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Charlie_Long,"2025-01-01 - 2025-01-07",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_BG,01_Prospecting_Broad,02_Video_DorianUnemplotedGer,"2025-01-01 - 2025-01-07",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,"Microsoft Azure","New Sales Ad - Copy","2025-01-01 - 2025-01-07",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2_QApps_5_Apps_2_Rica1_StepByStep,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Retargeting_LLA_QApps_2,Video_AllPlacements_Static_Pau_2408,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,03_Prospecting_LLA_Branded2_LastCallQ4,09_Video_Q4Dorian,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,09_Prospecting_LLA_DE,06_Image_DE,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,75,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Image_Stories_Static_BG_EN_Pretzel,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,AWS,"New Sales Ad","2025-01-01 - 2025-01-07",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_BG_Marie,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,"New Sales Ad","2025-01-01 - 2025-01-07",4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+JH - 4.6M",Ad1,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+CD - 7.2M","Ad1 - Copy 2","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,64,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2,Image_Stories_Static_BG_EN_BreakIntoTech,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_BG_Chase,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LaunchYourTechCareer,"2025-01-01 - 2025-01-07",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - Qapps","BG - Copy 3","2025-01-01 - 2025-01-07",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application",UX_TestimonialVideo,"2025-01-01 - 2025-01-07",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Conversion_Leads__EN,"JS - Lead Generation - Audience #2 - Copy","New Conversions Ad - Copy","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,350,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads",UX_TestimonialVideo,"2025-01-01 - 2025-01-07",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Apps_Apps1to2_240827,Video_AllPlacements_Static_Elsa,"2025-01-01 - 2025-01-07",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_DV,"New Sales Ad","2025-01-01 - 2025-01-07",4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_Tech,06_Prospecting_Broad,02_Video_Marie_2408,"2025-01-01 - 2025-01-07",180,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LevelUpYourCareer,"2025-01-01 - 2025-01-07",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application","BG - Copy 2","2025-01-01 - 2025-01-07",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Python,"2025-01-01 - 2025-01-07",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2025-01-01 - 2025-01-07",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Video 4",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG4,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,BG_AllCourses_EN_RTG_AllPlacements_StaticBanner_TransformYourCareer,"2025-01-01 - 2025-01-07",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_AIProducts - Copy 2","2025-01-01 - 2025-01-07",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LevelUpYourCareer,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - LLA","BG - Copy 3","2025-01-01 - 2025-01-07",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,Leaderships,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-01-01 - 2025-01-07",1278,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA 1-5% - 1.1M",Ad1,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,03_Prospecting_LLABG,03IM_StudyTech100Free,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - LLA","BG - Copy 3","2025-01-01 - 2025-01-07",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ComputerScience,"New Sales Ad","2025-01-01 - 2025-01-07",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,05_Prospecting_LLA,10_Video_h1UProbablyHeardAI,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,70,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Apps_Apps1to2_240827,Video_AllPlacements_Static_Marta,"2025-01-01 - 2025-01-07",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+JH - 4.6M","Ad1 - Copy 3","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Charlie_Short,"2025-01-01 - 2025-01-07",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,AWS,"New Sales Ad - Copy","2025-01-01 - 2025-01-07",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy","2025-01-01 - 2025-01-07",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_ML,DataAnalysis,DataScience_EN_Prospecting_AllPlacements_Video,"2025-01-01 - 2025-01-07",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,07_Retargeting_Visitors_30d,L3_02_Image_Girl,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,65,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudStorage,"New Sales Ad","2025-01-01 - 2025-01-07",4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"RTG - All Leads",DA_Generic,"2025-01-01 - 2025-01-07",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,03_Prospecting_FBAudience_Interests_Lua,01_Video_Lua,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,83,Diario,317.06,"All Leads",16,19.81625,16,16,22390,30118,133,0.44159639,2.38390977,10.52725945,28303,948,0.33445148,0.03349468,4113,0.07708728,1118,89,66.91729323,3.56247191,0.66917293,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,Productivity,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+Students 7.7M","Ad1 - Copy","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Image_Stories_Static_BG_EN_BreakIntoTech,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
"RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_TAP - NO",Prospecting_LLA_Qapps_2,AllPlacements_Static,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,23,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Retargeting_Visitors,Image_AllPlacements_Static,"2025-01-01 - 2025-01-07",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_EmbeddedForms_ABO,01_Prospecting_Broad_EN,01_Video_v4_1,"2025-01-01 - 2025-01-07",164,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA (Qapps) 2-5%",Ad1,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,42,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_DV,AWS,"New Sales Ad - Copy 2","2025-01-01 - 2025-01-07",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Job Titles (Executives)",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,Video_AllPlacements_Static_Charlie_Short,"2025-01-01 - 2025-01-07",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Retargeting_Visitors_30d_LastCall,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07",101,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+JH - 4.6M","Ad1 - Copy","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Visuals,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Retargeting_Visitors,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,02_Prospecting_LLA_Branded2,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,09_Prospecting_LLA_DE,03_Video_Rika_DE_h2,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,171,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,RTG,BG_AllCourses_EN_RTG_AllPlacements_Video_3,"2025-01-01 - 2025-01-07",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_Python,Video_AllPlacements_Static_Ellie,"2025-01-01 - 2025-01-07",3500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_Sep24,Video_AllPlacements_Static,"2025-01-01 - 2025-01-07",101,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,IT,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_UISkills - Copy","2025-01-01 - 2025-01-07",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set","AISchool_Python - Copy","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudStorage,Video_AllPlacements_Static_Marta_July24,"2025-01-01 - 2025-01-07",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
RMTEU_Germany_Global_Meta_Conversion_AISchool,ML,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-01-01 - 2025-01-07","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-01-01,2025-01-07
