"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"All Leads",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Reproducciones de vídeo",ThruPlays,"Coste por ThruPlay","ThruPlay / Video Plays Conversion Rate","Reproducciones de vídeo de 3 segundos","Coste por reproducción de video de 3 segundos","Reproducciones de vídeo hasta el 50 %","Visitas a la página de destino","Porcentaje de visitas a la página de destino por clics en el enlace","Coste por visita a la página de destino","Landing page views / Link clicks Conversion Rate","Inicio del informe","Fin del informe"
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Data - Copy 2","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_Python,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Visuals,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,12_Broad_MasterMotivaciones,12_Video_MasterMotivaciones,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,2,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Influencer_ES,"RTG - All placements - Copy",MarcosFranz,"2025-05-05 - 2025-05-11",80,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_FBAudience_Interests,Image_Story_Static_Croqueta,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_IT,Image_AllPlacements_Carrousel,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",520,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - Web Application",Andreina,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_UISkills - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,10_Prospecting_LLA2_AnimEstudiaAhora,12_Video_AnimEstudiaAhora,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,86,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,"Image_AllPlacements_Static - Copy 2","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Ellie_ML,"2025-05-05 - 2025-05-11",2485,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_DA_LastCall,01_Broad_BtcampDAEsPerfecto,01_Video_BtcampDAEsPerfecto,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,"New Sales Ad","2025-05-05 - 2025-05-11",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Small Business Owners","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Python,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,10_Broad_BestInCode,10_Video_BestInCode,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad","2025-05-05 - 2025-05-11",2559,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_ABO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_2409,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,27,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,"ProgrammingLanguages + CD&Others","New Sales Ad - Copy","2025-05-05 - 2025-05-11",1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,Leaderships,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-05-05 - 2025-05-11",1278,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,DataAnalysis,DataScience_EN_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,"Prospecting_FBAudience_Interests_Computer science",Video_AllPlacements_Static,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,LLA,WD,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,34,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad2,"New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_EN_ABO_ValueProp_01,02_Prospecting_LLA_WD,02_Image_WD_2Career,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,36,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Small Business Owners","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_WD_ES,courses_stories,courses1stories,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_WD_EN_ABO_ValueProp_02,01_Prospecting_Broad_1ISA,01_Video,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,13,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - Web Application",Generic_DA,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,01_Prospecting_Broad_Interview,03_Video_Interview_wInfo,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,78,Diario,96.57,"Clientes potenciales en Meta",6,16.095,1,1,13038,13638,113,0.82856724,0.85460177,7.08095029,12211,1216,0.07941612,0.09958234,3706,0.02605774,1167,5,4.42477876,19.314,0.04424779,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Visuals,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_AIProducts,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads","UGC_Pablo_AllCourses_ES_RTG_AllPlacements_Video - Copy 2","2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_FixPay,RTG,"FixPay_AllCourses_ES_Retargeting_AllPlacements_Video - Copy 2","2025-05-05 - 2025-05-11",667,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Generic_WD,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads","Miquel_AllCourses_ES_RTG_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,RTG,"FixPay_AllCourses_ES_Retargeting_AllPlacements_Video - Copy 2","2025-05-05 - 2025-05-11",44,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign","RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Python - Copy 2","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,353,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_AIProducts - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,05_Prospecting_Interests_Interview,06_Video_Interview_30s,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Generic_CS,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_Tech_Lab,01_Prospecting_Broad_Tech_Lab,04_Video_Tech_EntraAlTech,"2025-05-05 - 2025-05-11",150,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,04_Prospecting_Interests_Interview,04_Video_Interview_FX,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Professional Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads",Olga_AllCourses_ES_RTG_AllPlacements_Video,"2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_AI_LastCall,01_Prospecting_LLA2_QApps_AI,03_Video_CreesIAQuitarTrabaj,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_CY_ES,"Prospecting - Feed","New Sales Ad - Copy","2025-05-05 - 2025-05-11",10,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,06_Prospecting_Interests_Interview,09_Video_Interview_noBT,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,60,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads","UGC_Pablo_AllCourses_ES_Prospecting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,RTG,MarcosFranz,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_WD_ES,htmlcssjava_stories,htmlcssjava2stories,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_Becas,Prospecting,"Becas_Sandra_AllCourses_ES_Prospecting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_LLA_BST_1-2,Image_Story_Static_VistasMar,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
"RMTEU_Spain_Global_Meta_EmbeddedForms_Masters TUNI",RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,666666,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"All - Web Application",Generic_CS,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad2,"New Sales Ad - Copy","2025-05-05 - 2025-05-11",520,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Python,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_CS_ES,CD,courses2stories,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,IT,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,"Microsoft Azure","New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Prospecting_LLA_Interests,Video_AllPlacements_Static_1,"2025-05-05 - 2025-05-11",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_DA_LastCall,02_Broad_QuieresTrabajrTecDA,02_Video_QuieresTrabajrTecDA,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,"Image_AllPlacements_Static - Copy","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_UISkills,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Retargeting_Visitors,Image_AllPlacements_Static_2,"2025-05-05 - 2025-05-11",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,04_Prospecting_Interests_Interview,05_Video_Interview_CTA,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad3,"New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",2808,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_AIProducts - Copy 2","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,03_Prospecting_Broad_NoExcusas,07_Video_RealmntNoExcusas,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,54,Diario,313.1,"Conversión de clientes potenciales",,,2,2,9403,15553,36,0.2314666,8.69722222,20.13116441,11336,452,0.69269912,0.03987297,2266,0.13817299,281,1,2.77777778,313.1,0.02777778,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Influencer_ES,DA/WD/CY/UX,MarcosFranz,"2025-05-05 - 2025-05-11",80,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - Web Application",Generic_CS,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,LAA,"New Leads Ad - Copy","2025-05-05 - 2025-05-11",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads",VictoriaMateucci_AllCourses_ES_LookalikeAudience_AllPlacements_Video,"2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_LastCall,02_Prospecting_Broad,01_Video_CohortMay_Elena,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,66,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads",UGC_Pablo_AllCourses_ES_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,Productivity,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_Summer,Prospecting,SummerCampaign_Silla2,"2025-05-05 - 2025-05-11",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
"RMTEU_Spain_Global_Meta_EmbeddedForms_Masters TUNI",RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,6666,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,RTG,"New Leads Ad - Copy 2","2025-05-05 - 2025-05-11",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ML_LastCall,01_Prospecting_LLA2_QAppsML,01_Video_Isi,"2025-05-05 - 2025-05-11",66,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,IT,"New Sales Ad - Copy","2025-05-05 - 2025-05-11",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,Retargeting_Visitors_Web30d,R03_Image_LastCallMay25,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
"RMTEU_Spain_Global_Meta_EmbeddedForms_Masters TUNI",RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,666666,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"All - All Leads",Generic_UX,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_Visuals - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_FixPay,Prospecting,FixPay_AllCourses_ES_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",667,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_IT,Image_AllPlacements_Carrousel,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Visuals,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,DataAnalysis,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
